date;total_cases;new_cases;total_deaths;new_deaths;total_cases_per_million;new_cases_per_million;total_deaths_per_million;new_deaths_per_million;reproduction_rate;total_vaccinations;people_vaccinated;people_fully_vaccinated;total_boosters;total_vaccinations_per_hundred;people_vaccinated_per_hundred;people_fully_vaccinated_per_hundred;total_boosters_per_hundred
14/11/2020;930237;2231;88024;93;27320.066;65.522;2585.171;2.731;0.97;0;0;0;0;0;0;0;0
15/11/2020;932650;2413;88119;95;27390.933;70.867;2587.961;2.79;0.97;0;0;0;0;0;0;0;0
16/11/2020;934899;2249;88242;123;27456.984;66.051;2591.573;3.612;0.97;0;0;0;0;0;0;0;0
17/11/2020;937011;2112;88345;103;27519.011;62.027;2594.598;3.025;0.97;0;0;0;0;0;0;0;0
18/11/2020;938268;1257;88413;68;27555.928;36.917;2596.595;1.997;0.97;0;0;0;0;0;0;0;0
19/11/2020;939931;1663;88506;93;27604.769;48.841;2599.327;2.731;0.97;0;0;0;0;0;0;0;0
20/11/2020;941951;2020;88609;103;27664.094;59.325;2602.352;3.025;0.98;0;0;0;0;0;0;0;0
21/11/2020;943917;1966;88701;92;27721.833;57.739;2605.054;2.702;0.98;0;0;0;0;0;0;0;0
22/11/2020;946087;2170;88783;82;27785.564;63.731;2607.462;2.408;0.98;0;0;0;0;0;0;0;0
23/11/2020;948081;1994;88886;103;27844.125;58.562;2610.487;3.025;0.98;0;0;0;0;0;0;0;0
24/11/2020;949670;1589;88991;105;27890.793;46.667;2613.571;3.084;0.99;0;0;0;0;0;0;0;0
25/11/2020;950557;887;89078;87;27916.843;26.05;2616.126;2.555;0.99;0;0;0;0;0;0;0;0
26/11/2020;952439;1882;89179;101;27972.115;55.272;2619.092;2.966;1;0;0;0;0;0;0;0;0
27/11/2020;954459;2020;89282;103;28031.44;59.325;2622.117;3.025;1.01;0;0;0;0;0;0;0;0
28/11/2020;956347;1888;89373;91;28086.889;55.449;2624.789;2.673;1.01;0;0;0;0;0;0;0;0
29/11/2020;958324;1977;89474;101;28144.951;58.062;2627.756;2.966;1.01;0;0;0;0;0;0;0;0
30/11/2020;960368;2044;89560;86;28204.982;60.03;2630.281;2.526;1.01;0;0;0;0;0;0;0;0
1/12/2020;962530;2162;89653;93;28268.477;63.496;2633.013;2.731;1.01;0;0;0;0;0;0;0;0
2/12/2020;963605;1075;89738;85;28300.049;31.572;2635.509;2.496;1.01;0;0;0;0;0;0;0;0
3/12/2020;965228;1623;89850;112;28347.715;47.666;2638.798;3.289;1.02;0;0;0;0;0;0;0;0
4/12/2020;967075;1847;89952;102;28401.959;54.244;2641.794;2.996;1.03;0;0;0;0;0;0;0;0
5/12/2020;968846;1771;90062;110;28453.971;52.012;2645.025;3.231;1.04;0;0;0;0;0;0;0;0
6/12/2020;970860;2014;90143;81;28513.12;59.149;2647.404;2.379;1.04;0;0;0;0;0;0;0;0
7/12/2020;972688;1828;90246;103;28566.807;53.686;2650.429;3.025;1.04;0;0;0;0;0;0;0;0
8/12/2020;973912;1224;90339;93;28602.754;35.948;2653.16;2.731;1.05;0;0;0;0;0;0;0;0
9/12/2020;975116;1204;90444;105;28638.115;35.36;2656.244;3.084;1.06;0;0;0;0;0;0;0;0
10/12/2020;976621;1505;90554;110;28682.315;44.2;2659.474;3.231;1.06;0;0;0;0;0;0;0;0
11/12/2020;977312;691;90644;90;28702.609;20.294;2662.117;2.643;1.06;0;0;0;0;0;0;0;0
12/12/2020;979111;1799;90744;100;28755.443;52.835;2665.054;2.937;1.07;0;0;0;0;0;0;0;0
13/12/2020;980943;1832;90846;102;28809.247;53.804;2668.05;2.996;1.08;0;0;0;0;0;0;0;0
14/12/2020;983045;2102;90967;121;28870.981;61.733;2671.604;3.554;1.1;0;0;0;0;0;0;0;0
15/12/2020;984973;1928;91088;121;28927.604;56.623;2675.157;3.554;1.1;0;0;0;0;0;0;0;0
16/12/2020;986130;1157;91193;105;28961.584;33.98;2678.241;3.084;1.11;0;0;0;0;0;0;0;0
17/12/2020;987675;1545;91314;121;29006.959;45.375;2681.795;3.554;1.12;0;0;0;0;0;0;0;0
18/12/2020;989457;1782;91415;101;29059.294;52.335;2684.761;2.966;1.13;0;0;0;0;0;0;0;0
19/12/2020;991518;2061;91525;110;29119.824;60.529;2687.991;3.231;1.14;0;0;0;0;0;0;0;0
20/12/2020;993760;2242;91657;132;29185.669;65.845;2691.868;3.877;1.16;0;0;0;0;0;0;0;0
21/12/2020;995899;2139;91775;118;29248.489;62.82;2695.334;3.466;1.16;0;0;0;0;0;0;0;0
22/12/2020;997517;1618;91906;131;29296.008;47.519;2699.181;3.847;1.16;0;0;0;0;0;0;0;0
23/12/2020;998475;958;92030;124;29324.143;28.135;2702.823;3.642;1.16;0;0;0;0;0;0;0;0
24/12/2020;1000153;1678;92150;120;29373.424;49.281;2706.347;3.524;1.16;0;0;0;0;0;0;0;0
25/12/2020;1002263;2110;92277;127;29435.393;61.968;2710.077;3.73;1.16;0;0;0;0;0;0;0;0
26/12/2020;1003982;1719;92405;128;29485.878;50.485;2713.836;3.759;1.17;0;0;0;0;0;0;0;0
27/12/2020;1005546;1564;92523;118;29531.811;45.933;2717.302;3.466;1.17;0;0;0;0;0;0;0;0
28/12/2020;1006318;772;92647;124;29554.484;22.673;2720.943;3.642;1.18;0;0;0;0;0;0;0;0
29/12/2020;1007657;1339;92788;141;29593.809;39.325;2725.084;4.141;1.19;0;0;0;0;0;0;0;0
30/12/2020;1008908;1251;92923;135;29630.549;36.741;2729.049;3.965;1.21;0;0;0;0;0;0;0;0
31/12/2020;1010496;1588;93066;143;29677.187;46.638;2733.249;4.2;1.22;0;0;0;0;0;0;0;0
1/01/2021;1012614;2118;93192;126;29739.391;62.203;2736.949;3.7;1.22;0;0;0;0;0;0;0;0
2/01/2021;1015137;2523;93366;174;29813.488;74.098;2742.06;5.11;1.23;0;0;0;0;0;0;0;0
3/01/2021;1017199;2062;93528;162;29874.047;60.559;2746.817;4.758;1.25;0;0;0;0;0;0;0;0
4/01/2021;1018099;900;93675;147;29900.479;26.432;2751.135;4.317;1.26;0;0;0;0;0;0;0;0
5/01/2021;1019475;1376;93872;197;29940.891;40.412;2756.92;5.786;1.28;0;0;0;0;0;0;0;0
6/01/2021;1021058;1583;94045;173;29987.382;46.491;2762.001;5.081;1.3;0;0;0;0;0;0;0;0
7/01/2021;1022018;960;94255;210;30015.576;28.194;2768.169;6.167;1.33;0;0;0;0;0;0;0;0
8/01/2021;1024432;2414;94437;182;30086.473;70.897;2773.514;5.345;1.35;0;0;0;0;0;0;0;0
9/01/2021;1026690;2258;94615;178;30152.788;66.315;2778.741;5.228;1.37;0;0;0;0;0;0;0;0
10/01/2021;1029471;2781;94823;208;30234.463;81.675;2784.85;6.109;1.4;0;0;0;0;0;0;0;0
11/01/2021;1032275;2804;95054;231;30316.813;82.35;2791.634;6.784;1.44;0;0;0;0;0;0;0;0
12/01/2021;1035184;2909;95274;220;30402.247;85.434;2798.096;6.461;1.44;0;0;0;0;0;0;0;0
13/01/2021;1037350;2166;95531;257;30465.861;63.613;2805.643;7.548;1.44;0;0;0;0;0;0;0;0
14/01/2021;1040231;2881;95785;254;30550.472;84.612;2813.103;7.46;1.45;0;0;0;0;0;0;0;0
15/01/2021;1043640;3409;96029;244;30650.591;100.119;2820.269;7.166;1.46;0;0;0;0;0;0;0;0
16/01/2021;1048662;5022;96346;317;30798.082;147.491;2829.579;9.31;1.44;0;0;0;0;0;0;0;0
17/01/2021;1056023;7361;96621;275;31014.267;216.185;2837.655;8.076;1.43;0;0;0;0;0;0;0;0
18/01/2021;1060567;4544;96953;332;31147.719;133.452;2847.406;9.75;1.42;0;0;0;0;0;0;0;0
19/01/2021;1064909;4342;97304;351;31275.239;127.52;2857.714;10.308;1.42;0;0;0;0;0;0;0;0
20/01/2021;1068802;3893;97629;325;31389.572;114.333;2867.259;9.545;1.42;0;0;0;0;0;0;0;0
21/01/2021;1073214;4412;98023;394;31519.148;129.576;2878.831;11.571;1.4;0;0;0;0;0;0;0;0
22/01/2021;1078675;5461;98442;419;31679.532;160.384;2891.136;12.306;1.39;0;0;0;0;0;0;0;0
23/01/2021;1082907;4232;98834;392;31803.821;124.289;2902.649;11.513;1.38;0;0;0;0;0;0;0;0
24/01/2021;1088096;5189;99275;441;31956.216;152.395;2915.601;12.952;1.38;0;0;0;0;0;0;0;0
25/01/2021;1093938;5842;99721;446;32127.79;171.573;2928.699;13.099;1.36;0;0;0;0;0;0;0;0
26/01/2021;1099013;5075;100222;501;32276.837;149.047;2943.413;14.714;1.36;0;0;0;0;0;0;0;0
27/01/2021;1102795;3782;100691;469;32387.91;111.073;2957.187;13.774;1.33;0;0;0;0;0;0;0;0
28/01/2021;1107239;4444;101274;583;32518.426;130.516;2974.309;17.122;1.32;0;0;0;0;0;0;0;0
29/01/2021;1113970;6731;101782;508;32716.108;197.682;2989.229;14.919;1.31;0;0;0;0;0;0;0;0
30/01/2021;1119685;5715;102303;521;32883.951;167.843;3004.53;15.301;1.3;0;0;0;0;0;0;0;0
31/01/2021;1125875;6190;102859;556;33065.745;181.794;3020.859;16.329;1.28;0;0;0;0;0;0;0;0
1/02/2021;1133022;7147;103396;537;33275.645;209.9;3036.63;15.771;1.27;0;0;0;0;0;0;0;0
2/02/2021;1138239;5217;103957;561;33428.863;153.218;3053.106;16.476;1.26;0;0;0;0;0;0;0;0
3/02/2021;1142716;4477;104588;631;33560.347;131.485;3071.638;18.532;1.25;0;0;0;0;0;0;0;0
4/02/2021;1149764;7048;105199;611;33767.34;206.992;3089.582;17.944;1.23;0;0;0;0;0;0;0;0
5/02/2021;1158337;8573;105760;561;34019.119;251.78;3106.058;16.476;1.22;0;0;0;0;0;0;0;0
6/02/2021;1165052;6715;106326;566;34216.332;197.212;3122.681;16.623;1.22;0;0;0;0;0;0;0;0
7/02/2021;1173045;7993;106952;626;34451.078;234.746;3141.066;18.385;1.21;0;0;0;0;0;0;0;0
8/02/2021;1180478;7433;107598;646;34669.377;218.299;3160.038;18.972;1.19;0;0;0;0;0;0;0;0
9/02/2021;1186698;6220;108181;583;34852.052;182.675;3177.16;17.122;1.18;3859;3859;0;0;0.01;0.01;0;0
10/02/2021;1191221;4523;108836;655;34984.887;132.836;3196.397;19.237;1.17;20470;20470;0;0;0.06;0.06;0;0
11/02/2021;1196778;5557;109501;665;35148.09;163.203;3215.927;19.53;1.16;54593;54593;0;0;0.16;0.16;0;0
12/02/2021;1203502;6724;110184;683;35345.567;197.477;3235.986;20.059;1.16;86972;86972;0;0;0.26;0.26;0;0
13/02/2021;1212309;8807;110845;661;35604.219;258.652;3255.399;19.413;1.15;105844;105844;0;0;0.31;0.31;0;0
14/02/2021;1220748;8439;111530;685;35852.064;247.844;3275.517;20.118;1.14;111144;111144;0;0;0.33;0.33;0;0
15/02/2021;1227205;6457;112268;738;36041.699;189.635;3297.191;21.674;1.13;122639;122639;0;0;0.36;0.36;0;0
16/02/2021;1235298;8093;112946;678;36279.382;237.683;3317.103;19.912;1.12;130171;130171;0;0;0.38;0.38;0;0
17/02/2021;1238501;3203;113634;688;36373.45;94.069;3337.309;20.206;1.12;134130;134130;0;0;0.39;0.39;0;0
18/02/2021;1244729;6228;114315;681;36556.36;182.91;3357.309;20;1.11;141536;141536;0;0;0.42;0.42;0;0
19/02/2021;1252137;7408;115046;731;36773.925;217.565;3378.778;21.469;1.11;172077;172077;0;0;0.51;0.51;0;0
20/02/2021;1261804;9667;115759;713;37057.835;283.909;3399.718;20.94;1.11;198209;198209;0;0;0.58;0.58;0;0
21/02/2021;1269523;7719;116442;683;37284.533;226.699;3419.777;20.059;1.1;202771;202771;0;0;0.6;0.6;0;0
22/02/2021;1275899;6376;117158;716;37471.79;187.256;3440.805;21.028;1.09;233276;233276;0;0;0.69;0.69;0;0
23/02/2021;1283309;7410;117851;693;37689.413;217.624;3461.158;20.353;1.09;260668;260668;0;0;0.77;0.77;0;0
24/02/2021;1286757;3448;118556;705;37790.678;101.264;3481.863;20.705;1.08;283581;283581;0;0;0.83;0.83;0;0
25/02/2021;1293497;6740;119255;699;37988.624;197.947;3502.392;20.529;1.08;299466;299466;0;0;0.88;0.88;0;0
26/02/2021;1300799;7302;119905;650;38203.076;214.452;3521.482;19.09;1.08;315386;315386;0;0;0.93;0.93;0;0
27/02/2021;1308722;7923;120582;677;38435.766;232.69;3541.364;19.883;1.07;322190;322190;0;0;0.95;0.95;0;0
28/02/2021;1316363;7641;121260;678;38660.174;224.408;3561.277;19.912;1.06;323190;323190;0;0;0.95;0.95;0;0
1/03/2021;1323863;7500;121940;680;38880.441;220.267;3581.247;19.971;1.06;332495;332495;0;0;0.98;0.98;0;0
2/03/2021;1329805;5942;122632;692;39054.951;174.51;3601.571;20.323;1.06;341787;339637;2150;0;1;1;0.01;0
3/03/2021;1332939;3134;123300;668;39146.993;92.042;3621.189;19.618;1.06;360247;346032;14215;0;1.06;1.02;0.04;0
4/03/2021;1338297;5358;124032;732;39304.352;157.359;3642.687;21.498;1.06;393409;349819;43590;0;1.16;1.03;0.13;0
5/03/2021;1344969;6672;124718;686;39500.302;195.95;3662.834;20.147;1.06;430532;354485;76047;0;1.26;1.04;0.22;0
6/03/2021;1349847;4878;125428;710;39643.563;143.262;3683.686;20.852;1.06;450731;357525;93206;0;1.32;1.05;0.27;0
7/03/2021;1358294;8447;126092;664;39891.643;248.079;3703.187;19.501;1.07;453353;357668;95685;0;1.33;1.05;0.28;0
8/03/2021;1364964;6670;126758;666;40087.534;195.891;3722.747;19.56;1.07;484495;376001;108494;0;1.42;1.1;0.32;0
9/03/2021;1371176;6212;127389;631;40269.973;182.44;3741.279;18.532;1.07;511763;395618;116145;0;1.5;1.16;0.34;0
10/03/2021;1374467;3291;127980;591;40366.626;96.653;3758.636;17.357;1.07;529852;408598;121254;0;1.56;1.2;0.36;0
11/03/2021;1380023;5556;128646;666;40529.8;163.174;3778.195;19.56;1.08;544366;417179;127187;0;1.6;1.23;0.37;0
12/03/2021;1387457;7434;129328;682;40748.129;218.329;3798.225;20.03;1.08;571114;425973;145141;0;1.68;1.25;0.43;0
13/03/2021;1394571;7114;129951;623;40957.059;208.931;3816.522;18.297;1.09;607001;432192;174809;0;1.78;1.27;0.51;0
14/03/2021;1402610;8039;130614;663;41193.156;236.097;3835.994;19.472;1.09;610450;432918;177532;0;1.79;1.27;0.52;0
15/03/2021;1407963;5353;131237;623;41350.368;157.212;3854.29;18.297;1.1;658604;451086;207518;0;1.93;1.32;0.61;0
16/03/2021;1412406;4443;131883;646;41480.854;130.486;3873.263;18.972;1.11;706296;473755;232541;0;2.07;1.39;0.68;0
17/03/2021;1418974;6568;132523;640;41673.749;192.895;3892.059;18.796;1.11;753191;496168;257023;0;2.21;1.46;0.75;0
18/03/2021;1427604;8630;133197;674;41927.203;253.454;3911.854;19.795;1.11;796142;522388;273754;0;2.34;1.53;0.8;0
19/03/2021;1435598;7994;133872;675;42161.979;234.775;3931.678;19.824;1.11;837940;548066;289874;0;2.46;1.61;0.85;0
20/03/2021;1443521;7923;134539;667;42394.669;232.69;3951.267;19.589;1.11;862584;566244;296340;0;2.53;1.66;0.87;0
21/03/2021;1451645;8124;135241;702;42633.262;238.593;3971.884;20.617;1.11;864304;566932;297372;0;2.54;1.67;0.87;0
22/03/2021;1460779;9134;135905;664;42901.518;268.256;3991.385;19.501;1.11;881774;575636;306138;0;2.59;1.69;0.9;0
23/03/2021;1466326;5547;136525;620;43064.427;162.909;4009.593;18.209;1.11;906747;591286;315461;0;2.66;1.74;0.93;0
24/03/2021;1472790;6464;137184;659;43254.268;189.841;4028.947;19.354;1.11;928824;605961;322863;0;2.73;1.78;0.95;0
25/03/2021;1481259;8469;137861;677;43502.993;248.725;4048.83;19.883;1.11;946667;618928;327739;0;2.78;1.82;0.96;0
26/03/2021;1492519;11260;138573;712;43833.688;330.694;4069.741;20.911;1.1;968066;635562;332504;0;2.84;1.87;0.98;0
27/03/2021;1500465;7946;139283;710;44067.053;233.366;4090.593;20.852;1.09;982485;646862;335623;0;2.89;1.9;0.99;0
28/03/2021;1512384;11919;139965;682;44417.101;350.048;4110.622;20.03;1.09;984793;648962;335831;0;2.89;1.91;0.99;0
29/03/2021;1520973;8589;140669;704;44669.351;252.25;4131.298;20.676;1.08;1002742;653883;348859;0;2.94;1.92;1.02;0
30/03/2021;1529882;8909;141432;763;44930.999;261.648;4153.707;22.408;1.07;1029395;658545;370850;0;3.02;1.93;1.09;0
31/03/2021;1533121;3239;142170;738;45026.125;95.126;4175.381;21.674;1.08;1054697;666220;388477;0;3.1;1.96;1.14;0
1/04/2021;1540077;6956;142864;694;45230.415;204.29;4195.763;20.382;1.07;1061502;668705;392797;0;3.12;1.96;1.15;0
2/04/2021;1548807;8730;143613;749;45486.806;256.391;4217.76;21.997;1.06;1065502;669871;395631;0;3.13;1.97;1.16;0
3/04/2021;1561723;12916;144359;746;45866.135;379.329;4239.67;21.909;1.06;1074407;672577;401830;0;3.16;1.98;1.18;0
4/04/2021;1568345;6622;145107;748;46060.616;194.481;4261.637;21.968;1.06;1076020;672865;403155;0;3.16;1.98;1.18;0
5/04/2021;1573961;5616;145847;740;46225.552;164.936;4283.37;21.733;1.06;1092685;679085;413600;0;3.21;1.99;1.21;0
6/04/2021;1582367;8406;146592;745;46472.427;246.875;4305.25;21.88;1.05;1123149;690879;432270;0;3.3;2.03;1.27;0
7/04/2021;1590209;7842;147358;766;46702.738;230.311;4327.747;22.497;1.06;1154068;704772;449296;0;3.39;2.07;1.32;0
8/04/2021;1598593;8384;148153;795;46948.967;246.229;4351.095;23.348;1.06;1199884;721752;478132;0;3.52;2.12;1.4;0
9/04/2021;1607898;9305;148918;765;47222.245;273.278;4373.562;22.467;1.05;1235024;738390;496634;0;3.63;2.17;1.46;0
10/04/2021;1617864;9966;149666;748;47514.936;292.691;4395.53;21.968;1.05;1248067;742593;505474;0;3.67;2.18;1.48;0
11/04/2021;1628519;10655;150448;782;47827.862;312.926;4418.497;22.967;1.04;1248182;742629;505553;0;3.67;2.18;1.48;0
12/04/2021;1639767;11248;151285;837;48158.204;330.342;4443.079;24.582;1.03;1262349;743542;518807;0;3.71;2.18;1.52;0
13/04/2021;1647694;7927;152088;803;48391.011;232.808;4466.662;23.583;1.03;1284381;745435;538946;0;3.77;2.19;1.58;0
14/04/2021;1653320;5626;152899;811;48556.241;165.23;4490.48;23.818;1.02;1307824;748173;559651;0;3.84;2.2;1.64;0
15/04/2021;1659707;6387;153720;821;48743.82;187.579;4514.592;24.112;1.02;1331251;750032;581219;0;3.91;2.2;1.71;0
16/04/2021;1667737;8030;154551;831;48979.653;235.833;4538.998;24.406;1.02;1372850;769743;603107;0;4.03;2.26;1.77;0
17/04/2021;1681063;13326;155330;779;49371.023;391.37;4561.876;22.878;1.02;1417136;799389;617747;0;4.16;2.35;1.81;0
18/04/2021;1689051;7988;156082;752;49605.622;234.599;4583.961;22.085;1.02;1448243;827318;620925;0;4.25;2.43;1.82;0
19/04/2021;1697626;8575;156912;830;49857.461;251.839;4608.338;24.376;1.02;1459235;834286;624949;0;4.29;2.45;1.84;0
20/04/2021;1704757;7131;157691;779;50066.891;209.43;4631.216;22.878;1.02;1475670;845557;630113;0;4.33;2.48;1.85;0
21/04/2021;1707787;3030;158511;820;50155.879;88.988;4655.299;24.083;1.01;1495843;855424;640419;0;4.39;2.51;1.88;0
22/04/2021;1719088;11301;159343;832;50487.777;331.898;4679.734;24.435;1.01;1506622;863655;642967;0;4.42;2.54;1.89;0
23/04/2021;1726806;7718;160186;843;50714.446;226.669;4704.492;24.758;1;1535648;890071;645577;0;4.51;2.61;1.9;0
24/04/2021;1734606;7800;160980;794;50943.524;229.078;4727.811;23.319;1;1565810;917762;648048;0;4.6;2.7;1.9;0
25/04/2021;1745655;11049;161809;829;51268.021;324.497;4752.157;24.347;0.99;1581515;933323;648192;0;4.64;2.74;1.9;0
26/04/2021;1754150;8495;162630;821;51517.51;249.489;4776.269;24.112;0.99;1601397;948689;652708;0;4.7;2.79;1.92;0
27/04/2021;1761575;7425;163384;754;51735.575;218.064;4798.413;22.144;0.98;1631963;968402;663561;0;4.79;2.84;1.95;0
28/04/2021;1768186;6611;164145;761;51929.733;194.158;4820.763;22.35;0.98;1683363;1007940;675423;0;4.94;2.96;1.98;0
29/04/2021;1775062;6876;164899;754;52131.673;201.941;4842.907;22.144;0.98;1741010;1052687;688323;0;5.11;3.09;2.02;0
30/04/2021;1783339;8277;165628;729;52374.76;243.087;4864.317;21.41;0.98;1840637;1133964;706673;0;5.41;3.33;2.08;0
1/05/2021;1791998;8659;166382;754;52629.066;254.306;4886.461;22.144;0.97;1906817;1197138;709679;0;5.6;3.52;2.08;0
2/05/2021;1799445;7447;167172;790;52847.776;218.71;4909.663;23.201;0.97;1955934;1245162;710772;0;5.74;3.66;2.09;0
3/05/2021;1804915;5470;167872;700;53008.424;160.648;4930.221;20.558;0.97;2020388;1304564;715824;0;5.93;3.83;2.1;0
4/05/2021;1810998;6083;168593;721;53187.075;178.651;4951.396;21.175;0.97;2044785;1327444;717341;0;6.01;3.9;2.11;0
5/05/2021;1814127;3129;169300;707;53278.971;91.895;4972.16;20.764;0.96;2069907;1347975;721932;0;6.08;3.96;2.12;0
6/05/2021;1818689;4562;170011;711;53412.952;133.981;4993.041;20.881;0.97;2111229;1387228;724001;0;6.2;4.07;2.13;0
7/05/2021;1824457;5768;170680;669;53582.352;169.4;5012.689;19.648;0.98;2159585;1420763;738822;0;6.34;4.17;2.17;0
8/05/2021;1832671;8214;171383;703;53823.588;241.236;5033.335;20.646;0.99;2243548;1481948;761600;0;6.59;4.35;2.24;0
9/05/2021;1839465;6794;172041;658;54023.121;199.533;5052.66;19.325;0.98;2302415;1515343;787072;0;6.76;4.45;2.31;0
10/05/2021;1845056;5591;172697;656;54187.322;164.202;5071.926;19.266;0.98;2359035;1562900;796135;0;6.93;4.59;2.34;0
11/05/2021;1850290;5234;173306;609;54341.039;153.717;5089.812;17.886;0.98;2414399;1605685;808714;0;7.09;4.72;2.38;0
12/05/2021;1853370;3080;173926;620;54431.496;90.456;5108.021;18.209;0.98;2483543;1663406;820137;0;7.29;4.89;2.41;0
13/05/2021;1858239;4869;174539;613;54574.493;142.997;5126.024;18.003;0.98;2565437;1736854;828583;0;7.53;5.1;2.43;0
14/05/2021;1865639;7400;175130;591;54791.823;217.33;5143.381;17.357;0.98;2674436;1824879;849557;0;7.85;5.36;2.5;0
15/05/2021;1873316;7677;175721;591;55017.288;225.465;5160.738;17.357;0.97;2749501;1877907;871594;0;8.07;5.52;2.56;0
16/05/2021;1879049;5733;176284;563;55185.66;168.372;5177.273;16.535;0.97;2787762;1901619;886143;0;8.19;5.58;2.6;0
17/05/2021;1884596;5547;176823;539;55348.57;162.909;5193.102;15.83;0.97;2847272;1952781;894491;0;8.36;5.74;2.63;0
18/05/2021;1889052;4456;177370;547;55479.438;130.868;5209.167;16.065;0.97;2916810;2012401;904409;0;8.57;5.91;2.66;0
19/05/2021;1893334;4282;177926;556;55605.196;125.758;5225.496;16.329;0.97;2997540;2072743;924797;0;8.8;6.09;2.72;0
20/05/2021;1897900;4566;178428;502;55739.294;134.099;5240.24;14.743;0.96;3084282;2143026;941256;0;9.06;6.29;2.76;0
21/05/2021;1903615;5715;178939;511;55907.138;167.843;5255.247;15.008;0.96;3247363;2252123;995240;0;9.54;6.61;2.92;0
22/05/2021;1910360;6745;179468;529;56105.231;198.093;5270.783;15.536;0.96;3379706;2331896;1047810;0;9.93;6.85;3.08;0
23/05/2021;1915566;5206;179912;444;56258.126;152.895;5283.823;13.04;0.96;3469311;2377773;1091538;0;10.19;6.98;3.21;0
24/05/2021;1920851;5285;180406;494;56413.34;155.215;5298.331;14.508;0.95;3591393;2447092;1144301;0;10.55;7.19;3.36;0
25/05/2021;1925289;4438;180846;440;56543.68;130.339;5311.254;12.922;0.95;3692974;2524943;1168031;0;10.85;7.42;3.43;0
26/05/2021;1926923;1634;181306;460;56591.669;47.989;5324.763;13.51;0.95;3789145;2608301;1180844;0;11.13;7.66;3.47;0
27/05/2021;1932255;5332;181732;426;56748.264;156.595;5337.275;12.511;0.94;3906653;2698719;1207934;0;11.47;7.93;3.55;0
28/05/2021;1937245;4990;182159;427;56894.815;146.551;5349.815;12.541;0.94;4059222;2823432;1235790;0;11.92;8.29;3.63;0
29/05/2021;1942054;4809;182604;445;57036.05;141.235;5362.884;13.069;0.94;4190872;2898864;1292008;0;12.31;8.51;3.79;0
30/05/2021;1947555;5501;183043;439;57197.608;161.558;5375.777;12.893;0.95;4256483;2932602;1323881;0;12.5;8.61;3.89;0
31/05/2021;1951651;4096;183470;427;57317.904;120.295;5388.318;12.541;0.95;4369231;3001829;1367402;0;12.83;8.82;4.02;0
1/06/2021;1955469;3818;183879;409;57430.034;112.131;5400.33;12.012;0.96;4483143;3077754;1405389;0;13.17;9.04;4.13;0
2/06/2021;1959064;3595;184269;390;57535.615;105.581;5411.784;11.454;0.96;4598043;3156150;1441893;0;13.5;9.27;4.23;0
3/06/2021;1961087;2023;184507;238;57595.029;59.413;5418.773;6.99;0.95;4663727;3194905;1468822;0;13.7;9.38;4.31;0
4/06/2021;1965432;4345;184942;435;57722.637;127.608;5431.549;12.775;0.96;4701574;3211127;1490447;0;13.81;9.43;4.38;0
5/06/2021;1968693;3261;185380;438;57818.409;95.772;5444.412;12.864;0.95;4722896;3218751;1504145;0;13.87;9.45;4.42;0
6/06/2021;1976166;7473;185813;433;58037.883;219.474;5457.129;12.717;0.95;4725117;3220657;1504460;0;13.88;9.46;4.42;0
7/06/2021;1980391;4225;186073;260;58161.967;124.084;5464.765;7.636;0.95;4756674;3228653;1528021;0;13.97;9.48;4.49;0
8/06/2021;1983570;3179;186511;438;58255.33;93.364;5477.629;12.864;0.94;4975192;3330279;1644913;0;14.61;9.78;4.83;0
9/06/2021;1984999;1429;186757;246;58297.299;41.968;5484.853;7.225;0.95;5182745;3445461;1737284;0;15.22;10.12;5.1;0
10/06/2021;1987933;2934;187157;400;58383.467;86.168;5496.601;11.748;0.95;5414323;3570249;1844074;0;15.9;10.49;5.42;0
11/06/2021;1991203;3270;187479;322;58479.503;96.036;5506.058;9.457;0.95;5640806;3661107;1979699;0;16.57;10.75;5.81;0
12/06/2021;1995257;4054;187847;368;58598.565;119.062;5516.866;10.808;0.95;5805772;3736665;2069107;0;17.05;10.97;6.08;0
13/06/2021;1998056;2799;188100;253;58680.769;82.204;5524.296;7.43;0.95;5890208;3773906;2116302;0;17.3;11.08;6.22;0
14/06/2021;2001059;3003;188443;343;58768.964;88.195;5534.369;10.074;0.96;6005547;3810350;2195197;0;17.64;11.19;6.45;0
15/06/2021;2003625;2566;188708;265;58844.324;75.361;5542.152;7.783;0.96;6137546;3852555;2284991;0;18.03;11.31;6.71;0
16/06/2021;2004252;627;188921;213;58862.739;18.414;5548.408;6.256;0.97;6253122;3890784;2362338;0;18.36;11.43;6.94;0
17/06/2021;2007477;3225;189261;340;58957.453;94.715;5558.393;9.985;0.97;6394552;3931483;2463069;0;18.78;11.55;7.23;0
18/06/2021;2015190;7713;189522;261;59183.976;226.523;5566.059;7.665;0.97;6569839;3967258;2602581;0;19.29;11.65;7.64;0
19/06/2021;2019716;4526;189757;235;59316.9;132.924;5572.96;6.902;0.96;6684642;3989940;2694702;0;19.63;11.72;7.91;0
20/06/2021;2023179;3463;189933;176;59418.604;101.705;5578.129;5.169;0.96;6718251;3996199;2722052;0;19.73;11.74;7.99;0
21/06/2021;2026729;3550;190202;269;59522.864;104.26;5586.029;7.9;0.95;6831485;4040556;2790929;0;20.06;11.87;8.2;0
